GO_id,description,gene_ratio,bg_ratio,p_value,p_adjust,q_value,gene_ids,count
GO:0018105,peptidyl-serine phosphorylation,136/5559,313/18903,7.41740871472654e-08,4.02036018571312e-06,2.83508386168362e-06,5310/51085/960/493/65125/5586/5590/5217/8440/7037/2011/5743/9175/369/3320/51701/10013/10044/3326/2872/10110/8312/1760/51231/22983/2931/1432/7422/5144/6446/10045/5582/146057/3270/4294/1455/4916/351/6622/817/84630/5058/472/140609/814/55351/1859/65018/57731/253260/22853/64324/54541/53944/9451/9024/627/8408/6197/388228/7150/10399/286430/9641/10178/5583/6093/6196/4140/2932/23139/5594/5155/9252/208/7867/10459/79109/5585/1017/10253/8412/5593/5170/1453/10769/1956/85456/5578/89780/5584/1020/5579/545/9874/22876/1756/23012/5591/7444/578/5601/5588/815/27330/1457/4092/3551/857/65981/11329/7474/200576/5105/5894/409/6872/1456/154043/284/23049/673/2039/282974/202374/983/166614/5581/156/11200/5587/64754/27347/1454/96459/6997,136
GO:0060485,mesenchyme development,136/5559,313/18903,7.41740871472654e-08,4.02036018571312e-06,2.83508386168362e-06,55734/55593/7049/23332/10371/10512/7481/10683/57556/10521/2254/3249/2146/657/1655/4192/23603/653/9421/3280/90/57142/2043/59349/8828/1908/6615/3169/3911/60412/7080/51176/4089/8751/54756/64839/6934/7074/7547/3084/8928/10370/4846/161742/10501/1499/3516/10736/4902/4087/205717/10409/6664/2131/9241/7490/6092/677/2316/147906/3182/4194/2297/406991/80199/7869/3479/2296/6093/2260/1906/2932/5594/81610/6422/2253/1277/83989/57669/10459/4488/265/6662/650/6939/6495/80237/8854/10439/10155/10253/4851/27250/89780/55698/9965/84541/8320/23122/10252/55273/8642/2637/6091/23414/54796/1605/2303/2066/80139/5534/30812/6317/2263/998/6910/1947/8829/3091/182/4092/7474/84695/55223/6608/6926/3357/80031/90102/286204/8313/753/1000/10509/283149/200734,136
GO:0072001,renal system development,136/5559,318/18903,2.27477713433905e-07,1.02603584031377e-05,7.2354155299809e-06,56603/5310/23210/4854/1739/5915/384/7481/162/11020/2138/7704/23371/7422/27031/3280/2043/1063/4072/1958/6659/1948/3911/79727/842/5156/2045/7020/4091/403/4089/51057/221322/2719/10018/9653/7248/1499/10736/5314/171023/5017/4087/10409/6664/56998/186/2131/9241/7490/6092/5087/5727/55959/4763/5154/7541/5455/2297/100133941/3675/57545/50484/2296/8692/1286/5125/5155/6422/2737/2253/317/80114/6385/6662/7849/650/6495/8854/5914/3158/4038/10220/54806/23213/80144/2028/9353/4851/9510/4774/10252/8642/153572/2303/2066/2650/79659/9863/4311/342184/30812/8100/10758/2263/387/8829/4318/182/4092/6299/56913/6492/2246/4090/7474/7475/7471/6608/5530/8826/93649/185/84623/654/284/201163/284541/57216/25836/168002/123016/8710/255738/9500/5175,136
GO:0090287,regulation of cellular response to growth factor stimulus,135/5559,338/18903,1.90585978743689e-05,0.0003924875301524,0.0002767749682233,25960/493/2817/4804/5526/7049/10272/1785/8425/57556/3326/55612/2254/23090/8312/23770/64750/64426/8936/3280/10755/79639/375616/7080/51496/7057/4091/2201/10140/4089/63976/3491/405/54756/66000/8573/2719/63978/51232/53918/9508/8817/6497/221496/10370/222223/161742/1499/3516/9839/3175/4087/6664/23625/51341/1003/387914/186/9241/55959/2297/406991/3675/80199/2260/2734/5494/54976/6422/4488/650/3791/4221/9315/967/10253/6498/4926/23213/5170/9353/4851/6935/81792/8321/10252/5579/348093/3622/25942/6091/80139/81848/51592/407975/5926/3309/5291/51742/4734/23411/8829/3091/4092/857/7323/2246/7474/6794/9480/7471/57045/1028/25778/79595/64855/93649/1030/286204/201163/135228/27020/90993/7498/5928/8819/148738/753/50515/163126/283149/5465/5770/79674/200734,135
GO:1903311,regulation of mRNA metabolic process,135/5559,309/18903,5.5752704562068e-08,3.2107584323691e-06,2.26416763545767e-06,5976/54623/7812/5725/23034/54542/11338/4904/1994/23210/26986/26528/10644/55796/6626/56915/57690/5978/4849/8570/2521/27327/54890/3183/1153/10521/9567/23543/23112/55147/4858/23185/22794/1655/4848/1432/6428/6429/58517/6431/55795/7538/4654/9513/23404/9584/23318/79899/10643/1025/580/60677/10140/54915/678/3192/9337/1859/115572/10642/7832/60680/64783/3190/7536/10768/10605/167227/51574/10949/51341/399664/54033/677/3182/9641/55802/6556/7431/6093/79670/1869/6625/59284/11052/11044/83989/6432/55234/5393/9667/10656/84530/10150/9589/85456/10658/10284/4154/5578/23367/4869/54855/29883/131405/9967/23369/10758/6433/54715/10914/56853/9444/57472/79084/64282/7186/9698/84872/6434/87178/4857/79068/57721/154197/79869/25819/51594/255967/57703/80149/8313/5936/22827/79048,135
GO:0010631,epithelial cell migration,135/5559,366/18903,0.0011244807882042,0.0087174291874007,0.0061473703008989,25960/5606/9734/493/5586/5217/5743/23332/10013/23598/4627/55612/8766/3315/7016/10014/9404/23603/7422/1839/57142/6869/8503/8828/10755/5335/6615/1948/154796/6237/23499/54567/54453/2113/2752/5879/9314/7057/2252/11221/388/51057/5793/116150/8817/22976/56999/4846/161742/8754/4204/9839/5293/57449/3728/3725/5781/1960/1003/186/6667/8660/51466/4763/7114/406942/406991/3675/2896/6093/9448/949/2260/1906/29775/5155/23189/5467/6722/57669/9270/5585/3164/6662/7429/3791/301/5607/5170/54828/1969/9922/9353/10769/4851/3688/5578/23122/196740/6091/4163/7857/5797/2303/54443/9564/5291/387/5829/23411/8829/3091/4318/55294/411/2246/7474/3964/2185/3397/1907/90627/284/7476/80149/10982/5581/2523/5587/3146/2050/6273/6997/100423036/83481,135
GO:0048608,reproductive structure development,134/5559,306/18903,5.27463508166477e-08,3.09285420697616e-06,2.18102375003574e-06,2288/5310/7812/2067/3371/4438/8626/1739/2099/23598/2254/59338/595/867/2735/653/7422/5618/55870/2309/8743/3624/8195/7425/599/3169/6874/2488/3021/4678/3295/5156/7080/152006/4089/56956/8751/2620/472/2241/10018/3020/10370/4846/1499/7536/367/3643/55636/598/8433/1051/9420/2/63951/10409/10265/89766/5781/64478/9241/7490/6092/5727/5154/1495/2296/1399/11144/9468/6422/2737/2253/1822/7337/10765/3623/6662/8894/3791/9667/5914/301/83990/23213/658/9353/4851/9510/431707/22836/836/558/3622/23414/7314/2492/5916/4762/6586/83943/5660/9289/30812/578/5926/3309/51742/5798/2263/546/7301/1299/23411/22862/6299/7474/79084/6794/92/2069/6926/93649/409/8893/654/10461/7476/57728/25836/132625/10388/4914/283,134
GO:0062197,cellular response to chemical stress,134/5559,345/18903,9.49864522423708e-05,0.0013736829976755,0.000968695917251,572/355/2530/27067/54929/5151/5743/7520/4779/5978/3301/51314/10013/25793/9978/9506/10725/55512/5971/3315/2146/23064/59338/1386/6421/6513/5052/2309/84181/79085/468/23135/5111/51526/5156/948/79899/7168/7226/4170/405/388/6622/472/2241/22925/653361/65018/55074/4846/7248/26287/1499/2353/9451/5970/664/3725/5339/54033/5071/677/5478/154807/10533/406895/10399/1654/406991/9474/4638/1906/79956/5594/84557/215/10891/2034/383/79109/79912/6780/116988/29979/301/6326/57707/1956/4314/2308/5163/133522/8321/836/558/25942/1728/5034/65267/1719/2119/5893/7444/5601/5829/23411/3091/4318/29108/857/10367/55294/2054/7471/10365/2643/7099/87178/4929/2176/2539/57465/80149/9833/6778/983/4255/2861/9973/5074/375748/5587/27347/11179,134
GO:1903037,regulation of leukocyte cell-cell adhesion,133/5559,377/18903,0.0074284366882075,0.0367998591696915,0.0259505820436127,572/960/54542/65125/8943/5590/8440/7037/60/1739/384/5788/3956/10725/259307/64926/7297/3718/81704/6461/57178/6603/1845/7704/4192/975/9750/604/3280/868/3485/8289/2309/10808/6659/1948/8744/6597/2113/10457/9314/51176/6541/11221/9580/27242/861/51043/7412/3600/9655/1051/10524/5970/5771/6666/5781/1960/282618/8651/196528/3117/441478/100133941/406991/3479/6605/51412/3566/6604/7494/1511/2737/942/383/23240/54900/6385/6370/5914/8546/301/64844/3142/2064/27/3329/51571/7070/836/29117/3481/9306/11146/2650/3123/864/5588/387/55824/1947/1725/4092/959/29108/2267/857/6387/1949/56940/84695/5105/3659/57045/55274/59067/8654/5530/6601/56477/80149/84807/283234/399/10892/6599/7189/340481/5074/5465/3146/1604/4067,133
GO:0001822,kidney development,133/5559,309/18903,1.98589304926562e-07,9.2818914259154e-06,6.54541866199599e-06,56603/5310/23210/4854/1739/5915/384/7481/162/11020/2138/7704/23371/7422/27031/3280/2043/1063/4072/1958/6659/1948/3911/79727/842/5156/2045/7020/4091/403/4089/51057/221322/2719/10018/9653/7248/1499/10736/5314/171023/5017/4087/10409/6664/56998/186/2131/9241/7490/6092/5087/5727/55959/4763/5154/7541/5455/2297/100133941/3675/57545/50484/2296/8692/1286/5125/5155/6422/2737/2253/317/80114/6385/6662/7849/650/6495/8854/5914/3158/4038/10220/54806/23213/80144/2028/9353/4851/9510/10252/8642/153572/2303/2066/2650/79659/9863/4311/342184/30812/8100/10758/2263/387/8829/4318/182/4092/6299/56913/6492/2246/4090/7474/7475/7471/6608/5530/8826/185/84623/654/284/201163/284541/57216/25836/168002/8710/255738/9500/5175,133
GO:0050863,regulation of T cell activation,133/5559,376/18903,0.0067279085149492,0.0342502051471372,0.0241526130462309,572/56603/54542/8943/5590/8440/7037/60/1739/384/5788/3956/259307/64926/7297/3718/81704/6461/57178/6603/1845/7704/4192/975/9750/604/3280/868/3485/8289/2309/10808/9479/6659/1948/8744/6597/10457/51176/6541/11221/9580/27242/814/861/51043/7412/3600/4004/1499/9655/3726/1051/10524/5771/6666/5781/1960/282618/8651/196528/3117/441478/100133941/406991/3479/6605/51412/3566/6604/7494/1511/2737/944/942/383/23240/54900/6385/5914/8546/301/64844/3142/2064/27/3329/6935/51571/7070/57630/836/29117/3481/9306/11146/3123/864/5588/387/55824/6932/1947/1725/4092/959/29108/2267/857/1949/56940/84695/5105/3659/57045/55274/3662/59067/8654/5530/6601/673/80149/84807/283234/399/10892/6599/7189/5074/3146/1604/4067,133
GO:0045787,positive regulation of cell cycle,131/5559,362/18903,0.0029394414672014,0.0180174808498707,0.0127055952268121,996/55904/54623/5048/5310/64848/5586/440/905/55968/51433/990/55512/8766/2146/6461/1845/595/2735/3280/51652/6421/894/55719/10755/6491/1908/23326/9587/55795/3169/4212/1019/3480/351/10018/3192/221908/10370/144455/153241/4204/3643/3054/5017/10524/685/8061/348654/5781/79541/5890/5087/6840/1654/57787/3479/50484/1906/5155/994/81610/2253/4488/1164/3306/5914/26057/301/10592/4926/23476/49860/256006/1956/4103/1977/5578/9510/286053/3481/25942/284001/2290/4869/4762/23236/5359/1778/65992/23137/79447/6683/29781/9099/7175/2263/387/998/8555/546/26271/7474/150465/9928/29899/2069/54617/904/84722/6926/9585/5925/51514/55023/1813/55835/8450/56979/7015/85459/983/5581/8941/6241/27085/55920/11200/7027/407017/168448,131
GO:0071375,cellular response to peptide hormone stimulus,131/5559,306/18903,3.51855189745301e-07,1.42733709047622e-05,1.00653179403472e-05,55971/9734/5315/5590/64710/490/6720/10890/27131/6548/990/80339/9663/23516/7297/3718/5296/2931/10014/23371/9847/2690/2771/8503/2693/3624/57727/51141/5447/376497/9518/5786/64900/324/1019/5910/10499/3480/2241/51043/6464/4825/4218/6774/10768/7532/2353/3643/5970/2101/3177/5771/4023/10458/89766/2885/5781/186/9021/8651/6667/677/8660/406895/406937/2729/1373/6093/1906/2932/8648/7494/5905/208/2645/23189/4790/383/8835/27019/3164/8471/4221/3158/83990/8412/5170/23038/1979/2308/114/5584/5579/6340/3481/23235/84275/2303/23236/3638/5591/9564/5588/815/5829/10580/23411/6430/5327/857/5105/7471/9365/55667/5925/185/55023/143686/140710/4929/133060/6778/1398/255738/6599/5936/5770/55777/201475/6844/4067,131
GO:0060249,anatomical structure homeostasis,130/5559,333/18903,9.20234877976841e-05,0.0013398453640972,0.0009448342420667,7414/7399/9696/51208/490/7037/5743/60/7107/58476/2271/6101/27134/9545/51599/3315/54664/8029/7422/27031/6513/5052/4297/6543/2103/5340/8195/482/2488/9215/3351/3300/580/351/63978/226/9531/79705/1525/9069/50848/57551/4760/4846/1365/1499/3635/5881/55277/9657/5781/1003/2131/1436/71/5071/3908/4763/4155/8861/6376/10083/2296/50507/57482/6722/2034/85015/6662/3791/157680/64116/282809/8792/51542/26154/4851/3688/65217/2697/79888/5578/133522/7032/27185/7401/323/196740/21/9079/5028/2548/285331/4753/728378/65267/1756/23154/6558/7301/3091/6530/1311/857/3605/6794/2185/6608/158046/7099/1134/5925/286204/9456/284/5284/134/84059/216/4054/28511/54360/4534/7189/6584/28512/5350/27347/24/5175,130
GO:0007163,establishment or maintenance of cell polarity,130/5559,234/18903,4.6380357519538e-17,5.98306612002035e-14,4.21914789140888e-14,56603/5048/9265/5310/23221/4134/5590/9948/2011/3993/23332/6624/60/1739/3320/2195/10890/7481/55968/6548/3326/4627/55612/284217/23094/81704/9750/27031/3280/23150/390/117583/84612/154796/26030/2258/1742/10207/1794/5879/55755/54509/3480/81609/388/51057/2934/56288/1740/55691/667/2047/2909/4000/253260/7465/10653/25932/5881/10015/5314/10524/9024/23625/1003/89958/399687/3064/10399/1495/6093/9886/23291/4983/1741/2932/1399/23189/9124/9267/9368/1822/10096/6939/92359/4752/10253/4926/64098/54828/11004/27/6993/3688/2697/51571/26086/10092/23122/5584/10252/22836/23255/27289/57698/387755/10758/4649/387/998/8825/55914/7474/6794/2185/29899/9053/57710/10097/9585/4478/79648/286204/9638/162282/7476/123016/1398/399/9578,130
GO:0009895,negative regulation of catabolic process,129/5559,332/18903,0.0001244196014511,0.0016930515387343,0.0011939087227859,1595/7812/79142/493/4904/1994/9759/55737/26986/10644/2521/3183/3326/1153/84861/9683/8140/54922/2931/23185/80279/1982/1432/3953/1268/148/10755/5582/7538/57533/10643/10140/4089/4170/6622/92345/3192/7079/3084/115572/65018/10642/7248/4745/2801/26580/54541/6774/9637/238/10605/54971/5970/10949/7874/23450/2272/2316/3182/4194/9641/406991/23077/6556/7077/6093/32/4983/23256/51322/1869/6625/29997/51684/28964/11044/10459/8239/863/84749/116986/64844/3607/1956/23367/56776/9191/167153/819/80011/11180/1728/2903/54855/65992/6815/89/23274/9967/10758/11178/9682/8898/7078/1457/6449/57589/3156/79031/5768/64282/7471/7186/3357/51374/6135/6872/9638/25819/51594/201163/23049/134/8313/4534/6599/5465/79048/9860,129
GO:0032386,regulation of intracellular transport,129/5559,336/18903,0.000226397987391,0.0026406275202032,0.0018621218302404,7260/999/55737/6720/5743/4133/3320/7514/55696/10075/7430/3326/55612/2010/51366/4946/27113/5296/2931/20/10938/975/9847/1432/92840/51652/79639/9695/948/29969/79899/4836/51496/23317/580/9520/6934/288/9531/116150/3745/65018/23379/79778/3684/5569/3728/1263/9024/5781/2619/9230/5071/3916/5501/7874/4763/2316/6721/84455/10178/4659/3843/8692/3998/5108/23011/2932/23256/8086/5594/5905/5494/208/2737/51684/11052/55754/9270/51569/10155/10541/4926/54828/22994/2064/26154/160622/1020/23255/2810/4947/29072/161291/3638/1778/22876/79567/7175/4734/51009/8898/65009/7323/55294/51277/6794/7139/404636/57187/6608/9585/4478/9638/51128/7545/284/9478/2039/80149/27236/10023/255738/983/5936/5587/5770/5350/6844,129
GO:0043414,macromolecule methylation,129/5559,348/18903,0.0011512739920535,0.0088612377669991,0.0062487814591927,55904/54623/3720/672/58508/4802/8726/11176/79977/2122/1789/27037/6634/10664/2935/9545/2931/2146/23081/7468/51111/51409/55818/55870/7799/4297/196483/26147/3276/84705/84787/4089/10498/63976/7403/63978/28989/9219/26040/22976/26053/55199/7832/4000/64783/158234/64324/54815/8085/1499/55209/3008/4204/2353/10782/55729/3054/51574/57673/23512/79813/54880/387893/7490/5079/63925/9757/4800/60487/65990/84148/55011/59336/63892/1788/10155/1786/23378/4221/51531/23070/23168/80204/23476/9869/79823/9589/30827/26097/8320/196074/6419/8493/92342/5870/11180/29072/79979/23054/79447/55471/5926/51742/93166/9682/546/51605/23411/9739/150572/23463/79084/5929/387338/90853/64855/11107/196541/22823/57721/163589/80335/56979/4255/55152/7469/64754/3006/9646,129
GO:0070482,response to oxygen levels,129/5559,337/18903,0.0002617527829422,0.0029780796285043,0.0021000868339073,572/355/2983/6095/7049/7037/5743/2023/5978/6548/54890/6547/191/5230/8140/26608/867/7422/8614/80315/22937/1386/2043/6513/4352/2309/1958/7852/3709/64344/468/4654/112399/3727/7057/9520/4089/405/8751/472/3708/23576/3778/65018/4000/7412/10370/1365/7248/51129/54541/3516/4204/2353/1263/664/677/6261/4763/1735/5154/10533/4194/6262/378938/112398/100133941/406937/406991/1906/23256/1869/6422/10397/29997/9124/1277/5467/6722/523/2034/1788/317/650/50809/2792/863/29979/83990/6326/7009/8994/4851/2308/5163/56776/824/836/1536/7184/3777/5034/554212/5291/387/139341/7515/3776/23411/3091/64428/5327/857/6387/2185/84962/29923/54583/93649/5366/5066/1813/4929/3099/134/7015/5581/5465/283,129
GO:2001020,regulation of response to DNA damage stimulus,129/5559,312/18903,3.89860134491929e-06,0.0001052132998942,7.41944787993668e-05,1407/9031/8193/672/2067/960/11284/54929/60/55063/2521/7528/55257/2138/51366/6603/1655/7468/51111/8289/55719/1191/6615/23326/6659/5582/6597/9513/1032/6874/5111/842/84787/26122/1025/580/55135/4170/27063/472/22925/64210/22976/1859/9577/3190/161742/598/10524/2072/3090/64110/6879/754/387893/4582/3014/196528/23450/8464/54799/23201/6605/51412/6604/56970/51720/51588/55702/9275/605/2070/10459/80314/80237/10155/64844/6498/23126/1956/56776/6154/7398/29117/3622/6419/149840/5883/93624/545/4869/29072/57634/10933/5591/57223/5893/9774/10039/54556/7515/23411/29086/6878/6387/8914/26271/6883/54617/55274/56907/84893/10097/6601/5366/138151/23049/150275/6314/23514/8313/4255/6599/11200/51616/3146/200734/8110/158880,129
GO:0071214,cellular response to abiotic stimulus,128/5559,335/18903,0.0003012208504697,0.0032653352697985,0.0023026542147367,572/1407/672/2067/355/57646/54929/64710/10681/5743/10714/7520/1785/5978/7481/2767/6548/5064/9978/7528/79913/10725/9683/6101/5971/8787/1432/6513/894/1958/51426/1026/79085/468/22927/5111/842/54407/26056/4836/90865/580/3480/163859/388/84236/27063/472/144715/9531/9577/50848/5734/598/2072/664/2885/5339/9230/677/3014/1654/406991/2729/477/159/1265/4638/8692/4214/6422/208/1277/4790/8795/1408/6662/6326/79823/85456/4314/6154/836/167153/6340/8738/5883/1605/545/4869/4311/65267/9293/578/3309/6416/7132/4734/23411/4318/9780/29108/10367/6794/5105/3659/2002/54617/3000/9575/7099/123041/6872/654/7508/63895/8450/25836/23514/26012/10746/4255/54112/11200/5138/26155/2547/27347,128
GO:0072659,protein localization to plasma membrane,128/5559,285/18903,1.72581148625819e-08,1.374257294613e-06,9.6910090086051e-07,999/26262/5318/493/5590/55737/60/1739/10890/7430/5064/26088/8766/9545/5296/5864/81619/84687/9693/10938/975/3875/9847/51130/5906/10133/4035/29993/5911/23499/2258/1804/4301/3911/6812/1213/342667/55204/9919/288/118813/23426/25921/3745/50848/51735/57731/23114/6809/4218/92162/25837/367/5780/598/682/3728/57628/23241/80333/5727/2316/57799/10399/3675/27032/5583/5525/6093/483/23555/208/9368/83871/55704/26003/9270/5357/84668/2181/7429/92359/8650/63971/9581/5593/5170/10966/1969/26154/1956/3688/116372/115827/89780/1173/160622/23122/5584/7871/1020/8642/784/5028/9482/65267/6281/9914/7132/2533/10580/10627/3551/10434/79651/27183/9053/55667/6769/285172/123016/145567/783/55800/1000/5581/201475/6844,128
GO:0104004,cellular response to environmental stimulus,128/5559,335/18903,0.0003012208504697,0.0032653352697985,0.0023026542147367,572/1407/672/2067/355/57646/54929/64710/10681/5743/10714/7520/1785/5978/7481/2767/6548/5064/9978/7528/79913/10725/9683/6101/5971/8787/1432/6513/894/1958/51426/1026/79085/468/22927/5111/842/54407/26056/4836/90865/580/3480/163859/388/84236/27063/472/144715/9531/9577/50848/5734/598/2072/664/2885/5339/9230/677/3014/1654/406991/2729/477/159/1265/4638/8692/4214/6422/208/1277/4790/8795/1408/6662/6326/79823/85456/4314/6154/836/167153/6340/8738/5883/1605/545/4869/4311/65267/9293/578/3309/6416/7132/4734/23411/4318/9780/29108/10367/6794/5105/3659/2002/54617/3000/9575/7099/123041/6872/654/7508/63895/8450/25836/23514/26012/10746/4255/54112/11200/5138/26155/2547/27347,128
GO:0043010,camera-type eye development,128/5559,340/18903,0.0006027070511298,0.0054907633895305,0.0038719850846448,84062/493/50937/23210/490/1739/79977/2195/43/84678/57096/7528/284217/3299/6101/10848/57030/23770/27077/7422/3280/1181/60436/3624/64919/6597/468/54567/10763/30062/5156/9314/7020/2201/7483/51057/221322/221935/114789/2047/6497/2909/5316/4760/10370/120114/161742/1499/6774/25932/55636/1296/6664/3725/4094/7490/4763/1735/3150/10083/7431/1497/57545/2296/131544/6604/2321/51343/2737/6722/4124/10765/85015/6662/3791/8854/5914/10220/54806/10253/6498/8412/10152/658/1969/1956/4851/6935/2823/79888/7070/55764/10252/167153/196740/1826/5916/5797/2303/1413/6096/30812/578/8829/3091/182/56853/7474/7475/9927/23093/57045/2780/23287/286204/1813/6094/10461/7476/57728/348980/123016/6670/11145/22882/3985/25987/200734,128
