peak_id,chr,start,end,width,conc,conc_ctrl,conc_treat,fold,p_value,FDR,annotation,gene_chr,gene_start,gene_end,gene_len,gene_strand,gene_id,transcript_id,distance_to_tss
4585,chr9,13688414,13689025,612,4.861374,5.345467,4.127515,0.868666,0.0004886080759625,0.005056374261346,"Intron (ENST00000664438.1/ENSG00000226197.4, intron 2 of 2)",9,13738537,13739620,1084,2,ENSG00000288556.1,ENST00000674109.1,50595
4586,chr14,64292618,64292728,111,4.66604,5.118472,4.00325,0.901615,0.0004890837552801,0.0050601932011624,Promoter (1-2kb),14,64228317,64294371,66055,2,ENSG00000140009.19,ENST00000341099.6,1643
4587,chr3,43987578,43987687,110,5.300225,5.694117,4.756647,0.808169,0.0004895336791419,0.005062913023755,Distal Intergenic,3,43996896,43997443,548,1,ENSG00000271192.1,ENST00000605537.1,-9209
4588,chr11,32990740,32990850,111,6.190332,6.512364,5.77512,0.682422,0.0004895600436896,0.005062913023755,"Intron (ENST00000527788.5/ENSG00000060749.17, intron 15 of 15)",11,33004250,33004345,96,2,ENSG00000200615.1,ENST00000363745.1,13495
4589,chr16,31739060,31739172,113,5.471851,5.850157,4.95766,0.782532,0.0004896829803189,0.0050630808564333,"Intron (ENST00000529943.6/ENSG00000197302.11, intron 3 of 3)",16,31713303,31753856,40554,1,ENSG00000197302.11,ENST00000530881.5,25757
4590,chr12,28759191,28759738,548,5.630396,5.101833,6.016385,-0.749393,0.0004902062174422,0.0050673866242267,Distal Intergenic,12,28821975,28825831,3857,2,ENSG00000256513.1,ENST00000537327.1,66093
4591,chr8,77399937,77400047,111,7.662919,7.990171,7.238964,0.680087,0.000491044053701,0.0050743302841188,Promoter (<=1kb),8,77399072,77537290,138219,1,ENSG00000254366.7,ENST00000518706.6,865
4592,chr3,48685402,48686541,1140,6.348502,5.945609,6.663094,-0.64048,0.0004910918197747,0.0050743302841188,Promoter (<=1kb),3,48673844,48685884,12041,2,ENSG00000213672.8,ENST00000416649.6,0
4593,chr13,51451449,51453891,2443,7.553598,7.209325,7.831339,-0.566901,0.0004913167706392,0.0050755493431938,Promoter (<=1kb),13,51361565,51453207,91643,2,ENSG00000102786.15,ENST00000398119.6,0
4594,chr11,34356630,34359217,2588,7.048176,6.680184,7.341122,-0.591387,0.0004920212561615,0.005081720627417,Promoter (<=1kb),11,34150987,34358010,207024,2,ENSG00000166016.6,ENST00000435224.3,0
4595,chr2,52592237,52592349,113,5.769999,6.117514,5.311282,0.739545,0.0004930401779566,0.0050911360965581,Distal Intergenic,2,52570648,52572522,1875,1,ENSG00000204993.3,ENST00000378256.3,21589
4596,chrX,8702854,8702963,110,5.582135,5.94855,5.089761,0.750964,0.0004933745838907,0.0050934806911336,"Intron (ENST00000262648.8/ENSG00000011201.12, intron 1 of 13)",23,8528874,8732137,203264,2,ENSG00000011201.12,ENST00000262648.8,29174
4597,chr1,203795418,203796601,1184,6.054007,5.616547,6.389222,-0.693021,0.0004939028236059,0.0050978249237445,Promoter (<=1kb),1,203795623,203854124,58502,1,ENSG00000058673.17,ENST00000367210.3,0
4598,chr6,155706844,155706956,113,5.990522,6.330912,5.544179,0.720302,0.0004947353956306,0.0051028711602458,Distal Intergenic,6,155654963,155655026,64,2,ENSG00000238789.1,ENST00000458982.1,-51818
4599,chr2,69138469,69138758,290,3.34106,1.83921,4.060813,-1.065644,0.0004947987842895,0.0051028711602458,"Intron (ENST00000303714.9/ENSG00000169604.21, intron 12 of 17)",2,69103682,69103755,74,1,ENSG00000266649.1,ENST00000577443.1,34787
4600,chr2,56646307,56646420,114,6.74751,7.062804,6.343462,0.678746,0.00049480117736,0.0051028711602458,Distal Intergenic,2,56750300,56750563,264,1,ENSG00000231570.1,ENST00000418901.1,-103880
4601,chr6,50453323,50453433,111,5.761738,6.11763,5.288255,0.75853,0.0004948219146916,0.0051028711602458,Distal Intergenic,6,50411844,50415875,4032,1,ENSG00000286405.1,ENST00000670634.1,41479
4602,chr15,32973059,32973172,114,6.435487,6.76558,6.006738,0.710739,0.000495168032895,0.0051053309049991,Promoter (2-3kb),15,32970727,32970791,65,1,ENSG00000212415.1,ENST00000391113.1,2332
4603,chr8,100521796,100521908,113,5.28818,5.684347,4.740234,0.807499,0.0004956706675986,0.0051094029624641,3' UTR,8,100522514,100533325,10812,2,ENSG00000186106.11,ENST00000519316.5,11417
4604,chr12,14257523,14258570,1048,6.130536,5.701808,6.460616,-0.680923,0.0004962843678619,0.0051146178727876,Promoter (2-3kb),12,14254912,14255226,315,1,ENSG00000255749.1,ENST00000541815.1,2611
4605,chr5,107706174,107706288,115,6.698614,7.006879,6.306066,0.663299,0.0004965063581943,0.0051157945024117,Promoter (<=1kb),5,107699392,107705331,5940,2,ENSG00000249959.6,ENST00000653896.1,-843
4606,chr5,28689735,28689848,114,5.047645,5.473476,4.440851,0.842475,0.000497185304628,0.0051216778840627,"Intron (ENST00000653909.1/ENSG00000250453.2, intron 2 of 4)",5,28624657,28624763,107,1,ENSG00000252867.1,ENST00000517058.1,65078
4607,chr8,76135655,76135768,114,6.313899,6.645699,5.882258,0.713469,0.000497499935201,0.0051228552532686,Distal Intergenic,8,76265543,76265732,190,2,ENSG00000222231.1,ENST00000410299.1,129964
4608,chr6,6686725,6687801,1077,6.447184,6.037378,6.765964,-0.638406,0.0004975155329426,0.0051228552532686,Promoter (<=1kb),6,6680309,6686948,6640,2,ENSG00000261211.2,ENST00000563225.2,0
4609,chr19,18385970,18386390,421,4.235798,3.275713,4.807206,-0.981867,0.0004982967091749,0.0051289982003986,Promoter (<=1kb),19,18386158,18389176,3019,1,ENSG00000130513.7,ENST00000252809.3,0
4610,chr1,98871847,98871959,113,7.603073,7.919153,7.197732,0.660214,0.0004983283110739,0.0051289982003986,Distal Intergenic,1,99004276,99148852,144577,1,ENSG00000232825.3,ENST00000425113.1,-132317
4611,chr9,106036236,106036349,114,7.6826,7.996193,7.281348,0.654186,0.0004986626757181,0.0051313265316575,"Intron (ENST00000637185.1/ENSG00000234323.10, intron 1 of 7)",9,106061354,106064825,3472,2,ENSG00000225002.2,ENST00000445897.2,28476
4612,chr9,35175229,35175339,111,5.478429,5.853753,4.969757,0.791386,0.0004990208710832,0.0051338990223675,"Intron (ENST00000617908.4/ENSG00000198722.15, intron 1 of 40)",9,35162104,35404054,241951,1,ENSG00000198722.15,ENST00000634487.1,13125
4613,chr16,63896614,63896728,115,7.243622,7.572808,6.816407,0.692637,0.0004992085880313,0.0051347169054655,Distal Intergenic,16,63935778,63936906,1129,1,ENSG00000261653.1,ENST00000568699.1,-39050
4614,chr21,5154402,5155167,766,5.019205,4.395524,5.453219,-0.835902,0.0004996145616135,0.0051377788728741,Promoter (<=1kb),21,5130871,5154658,23788,2,ENSG00000275464.6,ENST00000617716.4,0
4615,chr1,171545582,171545692,111,5.526325,5.898588,5.023285,0.785137,0.0005001276068525,0.0051417618690382,"Exon (ENST00000647382.2/ENSG00000117523.18, exon 17 of 35)",1,171541830,171593511,51682,1,ENSG00000117523.18,ENST00000495585.1,3752
4616,chr6,56037487,56037601,115,5.674767,6.054773,5.157413,0.808462,0.0005002186137978,0.0051417618690382,Distal Intergenic,6,56057670,56061177,3508,2,ENSG00000124749.17,ENST00000482933.1,23576
4617,chr12,128387455,128387565,111,6.801653,7.107503,6.413019,0.658683,0.0005005181414882,0.0051429248437145,"Intron (ENST00000435159.3/ENSG00000181234.10, intron 1 of 8)",12,128399978,128404814,4837,1,ENSG00000257025.1,ENST00000536216.1,-12413
4618,chr17,65898424,65898536,113,5.147892,5.561462,4.565859,0.809431,0.0005005485358344,0.0051429248437145,"Intron (ENST00000535342.7/ENSG00000154240.18, intron 20 of 26)",17,65842880,65903300,60421,2,ENSG00000154240.18,ENST00000706798.1,4764
4619,chr7,19595092,19595207,116,7.591676,7.900885,7.197591,0.646085,0.0005007585276122,0.0051429360407103,Distal Intergenic,7,19698565,19700335,1771,2,ENSG00000105849.6,ENST00000462263.1,105128
4620,chr2,190562174,190562455,282,3.596032,4.292274,2.199045,1.046563,0.0005007664076058,0.0051429360407103,"Intron (ENST00000457407.2/ENSG00000233654.2, intron 2 of 2)",2,190553264,190553480,217,2,ENSG00000251935.1,ENST00000516126.1,-8694
4621,chr11,74029229,74029338,110,5.744542,6.097628,5.276031,0.736207,0.000500930770163,0.0051435107515036,"Intron (ENST00000442398.7/ENSG00000168014.18, intron 31 of 32)",11,74029752,74033884,4133,2,ENSG00000168014.18,ENST00000542452.2,4546
4622,chr12,82358138,82359444,1307,6.624963,6.218182,6.941914,-0.63772,0.0005022590619779,0.0051560337457222,Promoter (<=1kb),12,82358528,82388902,30375,1,ENSG00000127720.8,ENST00000548569.5,0
4623,chr15,49110163,49110610,448,3.549687,4.251568,2.128392,1.048807,0.0005025476274328,0.0051578801268516,"Intron (ENST00000560240.5/ENSG00000166200.15, intron 3 of 3)",15,49101791,49103264,1474,1,ENSG00000259656.1,ENST00000557910.1,8372
4624,chr9,125536946,125537055,110,5.224021,5.62409,4.668538,0.832571,0.0005033520510805,0.0051650190570225,"Intron (ENST00000373511.6/ENSG00000119487.17, intron 7 of 10)",9,125512902,125513207,306,2,ENSG00000243845.3,ENST00000488416.3,-23739
4625,chr15,58215364,58215476,113,5.741904,6.092378,5.277998,0.715671,0.0005035410558484,0.0051658413011671,"Intron (ENST00000558231.5/ENSG00000128918.15, intron 1 of 12)",15,58200606,58201018,413,1,ENSG00000240934.2,ENST00000486795.2,14758
4626,chr12,34169919,34170028,110,6.72536,7.017734,6.358271,0.623798,0.0005037024848999,0.0051663803509577,Promoter (2-3kb),12,34164773,34166954,2182,2,ENSG00000250788.1,ENST00000511806.1,-2965
4627,chr13,73064797,73064907,111,4.342284,4.845886,3.561997,0.943412,0.0005042697661987,0.0051710810172025,"Intron (ENST00000539231.5/ENSG00000102554.14, intron 3 of 3)",13,73060579,73062542,1964,1,ENSG00000102554.14,ENST00000476859.1,4218
4628,chr14,75258665,75259820,1156,6.68669,6.312788,6.983362,-0.607369,0.0005045164294716,0.0051718366561675,Promoter (<=1kb),14,75259411,75271861,12451,1,ENSG00000258820.5,ENST00000555909.5,0
4629,chr6,93037870,93037981,112,4.935607,5.364486,4.322558,0.851712,0.000504561454253,0.0051718366561675,Distal Intergenic,6,93070387,93103384,32998,1,ENSG00000235099.1,ENST00000452624.1,-32406
4630,chr19,45615668,45616953,1286,6.257407,5.824909,6.58971,-0.663339,0.0005048726250126,0.0051737612927171,Promoter (<=1kb),19,45609662,45616152,6491,2,ENSG00000125746.18,ENST00000592433.5,0
4631,chr7,112652963,112653075,113,7.456478,7.757635,7.075407,0.633136,0.0005049673020269,0.0051737612927171,"Intron (ENST00000668050.1/ENSG00000223646.2, intron 7 of 9)",7,112632541,112640121,7581,1,ENSG00000223646.2,ENST00000670420.1,20422
4632,chr19,49436184,49436760,577,3.620619,2.336263,4.289143,-1.053351,0.0005051888331649,0.0051742946482736,Promoter (<=1kb),19,49430755,49436180,5426,2,ENSG00000104888.10,ENST00000600672.5,-4
4633,chr20,49277477,49279183,1707,7.088918,6.722063,7.381145,-0.585904,0.0005052374621786,0.0051742946482736,Promoter (<=1kb),20,49237946,49278426,40481,2,ENSG00000124201.15,ENST00000371754.8,0
4634,chr11,69642590,69643819,1230,5.229973,4.642049,5.646489,-0.803658,0.0005057744808814,0.0051776702834126,Promoter (<=1kb),11,69643712,69648143,4432,1,ENSG00000110092.4,ENST00000545484.1,0
4635,chr15,46997319,46997429,111,5.621096,5.983358,5.136223,0.771922,0.0005057853178978,0.0051776702834126,Distal Intergenic,15,47133652,47134026,375,2,ENSG00000284540.1,ENST00000557832.2,136597
4636,chr2,171433379,171434891,1513,7.699795,7.355562,7.97751,-0.564369,0.0005061695175837,0.0051804856061931,Promoter (<=1kb),2,171434217,171482158,47942,1,ENSG00000115827.14,ENST00000468592.5,0
4637,chr6,97913059,97913172,114,5.677693,6.035474,5.200847,0.746506,0.0005063803744687,0.0051815259883098,"Intron (ENST00000669069.1/ENSG00000271860.9, intron 8 of 11)",6,97938735,98114590,175856,1,ENSG00000271860.9,ENST00000659802.1,-25563
4638,chr14,76812224,76813271,1048,5.533193,5.010699,5.915952,-0.752189,0.0005069014040626,0.0051857390728688,Promoter (<=1kb),14,76786009,76812882,26874,2,ENSG00000013523.11,ENST00000251089.8,0
4639,chr5,136365951,136366060,110,4.670909,5.164459,3.914809,0.896437,0.0005075421405027,0.0051911747106215,Promoter (<=1kb),5,136213435,136365545,152111,2,ENSG00000069018.19,ENST00000352189.8,-406
4640,chr9,7615261,7615371,111,6.012478,6.350171,5.570776,0.716036,0.0005083072983406,0.0051978803214795,Distal Intergenic,9,7597823,7598377,555,1,ENSG00000178654.11,ENST00000441944.2,17438
4641,chr8,49666949,49667062,114,7.21186,7.541426,6.784002,0.693451,0.0005084839396532,0.0051985090630266,Distal Intergenic,8,49740216,49741321,1106,2,ENSG00000253810.1,ENST00000518968.1,74259
4642,chr10,109200341,109200455,115,6.037509,6.362551,5.617266,0.692728,0.0005086122241641,0.0051985090630266,Distal Intergenic,10,109184934,109185001,68,2,ENSG00000252574.2,ENST00000516765.2,-15340
4643,chr1,239689023,239689137,115,6.929277,7.213366,6.57518,0.604391,0.0005086974704862,0.0051985090630266,"Intron (ENST00000468573.5/ENSG00000133019.12, intron 5 of 8)",1,239703381,239704154,774,2,ENSG00000233355.7,ENST00000596999.2,15017
4644,chr11,62708766,62710218,1453,6.340359,5.934277,6.656887,-0.6337,0.000508828723996,0.0051987306839289,Promoter (<=1kb),11,62689289,62709519,20231,2,ENSG00000168000.16,ENST00000683892.1,0
4645,chr14,20827767,20828793,1027,5.378642,4.792024,5.794507,-0.78885,0.0005089686238408,0.0051990405304629,Distal Intergenic,14,20801346,20802855,1510,2,ENSG00000129538.14,ENST00000340900.3,-24912
4646,chr2,218351775,218352550,776,4.788764,3.163841,5.533591,-1.06252,0.0005092752836032,0.0052010533052962,Promoter (1-2kb),2,218354075,218354572,498,1,ENSG00000230580.1,ENST00000414167.1,-1525
4647,chr6,73519838,73522135,2298,7.699406,7.334702,7.990268,-0.593595,0.0005104903013388,0.0052121793724915,Promoter (<=1kb),6,73489308,73521575,32268,2,ENSG00000156508.19,ENST00000676547.1,0
4648,chr4,140413346,140413973,628,3.648718,2.417394,4.303221,-1.052624,0.0005105844234391,0.0052121793724915,"Intron (ENST00000325617.10/ENSG00000153132.13, intron 1 of 14)",4,140400512,140427610,27099,2,ENSG00000153132.13,ENST00000509477.1,13637
4649,chr13,42184152,42184262,111,3.733894,4.338956,2.671858,1.02178,0.0005107377605082,0.0052126232008163,Promoter (2-3kb),13,42181465,42181921,457,2,ENSG00000270809.1,ENST00000604283.1,-2231
4650,chr5,175041702,175041817,116,7.327362,7.634356,6.936875,0.649192,0.0005116615774543,0.005220038419645,Distal Intergenic,5,174919082,174995513,76432,2,ENSG00000204754.3,ENST00000377300.3,-46189
4651,chr8,135618550,135618659,110,5.205055,5.633625,4.592641,0.798173,0.0005116843426439,0.005220038419645,"Intron (ENST00000355849.10/ENSG00000131773.15, intron 7 of 8)",8,135625185,135625981,797,2,ENSG00000253915.1,ENST00000522077.1,7322
4652,chr1,151292103,151292217,115,4.607924,5.070611,3.922664,0.902543,0.0005119613775398,0.0052205087285009,Promoter (1-2kb),1,151290451,151291337,887,1,ENSG00000143373.18,ENST00000436614.1,1652
4653,chr20,63948908,63949503,596,4.714043,3.920161,5.223192,-0.912975,0.0005119908596819,0.0052205087285009,Promoter (1-2kb),20,63939924,63951126,11203,2,ENSG00000198276.16,ENST00000369908.9,1623
4654,chr5,104420287,104420396,110,3.779955,4.352542,2.816454,1.025073,0.0005120605214644,0.0052205087285009,"Intron (ENST00000524336.5/ENSG00000251574.8, intron 2 of 2)",5,104434772,104435499,728,1,ENSG00000278958.1,ENST00000623488.1,-14376
4655,chr8,118126536,118127419,884,4.207208,4.743468,3.344167,0.957202,0.0005122858269675,0.0052216837632555,Distal Intergenic,8,117794490,118111826,317337,2,ENSG00000182197.13,ENST00000378204.7,-14710
4656,chr3,74460217,74460329,113,5.582757,5.9509,5.087246,0.744046,0.0005127023787395,0.0052242861824717,"Intron (ENST00000263665.7/ENSG00000113805.9, intron 4 of 22)",3,74262568,74614659,352092,2,ENSG00000113805.9,ENST00000263665.7,154330
4657,chr19,10568403,10569818,1416,7.127382,6.769411,7.413955,-0.582668,0.0005127613545728,0.0052242861824717,Promoter (<=1kb),19,10566460,10568979,2520,2,ENSG00000129355.7,ENST00000393599.3,0
4658,chr4,84498693,84500029,1337,6.676638,6.289312,6.98168,-0.621253,0.0005131117596391,0.0052267339569248,Promoter (<=1kb),4,84491985,84499292,7308,2,ENSG00000163623.10,ENST00000295886.5,0
4659,chr3,20697056,20697168,113,5.880563,6.235306,5.409119,0.737656,0.0005137475464964,0.0052320870543386,"Intron (ENST00000634618.1/ENSG00000231304.2, intron 10 of 16)",3,20732384,21145967,413584,1,ENSG00000231304.2,ENST00000634837.1,-35216
4660,chr17,4997128,4998217,1090,5.643031,5.144131,6.013032,-0.755833,0.0005140082254517,0.0052336185152862,Promoter (<=1kb),17,4997950,5028401,30452,1,ENSG00000129250.12,ENST00000320785.10,0
4661,chr14,78335299,78335936,638,4.186668,2.990227,4.831586,-1.02702,0.0005145300424284,0.0052370595110515,"Intron (ENST00000634499.2/ENSG00000021645.20, intron 5 of 21)",14,78279572,78283376,3805,2,ENSG00000258723.1,ENST00000554219.1,-51923
4662,chr14,40503525,40503639,115,6.179473,6.512143,5.746352,0.719171,0.0005148749614237,0.0052370595110515,Distal Intergenic,14,40387558,40389140,1583,1,ENSG00000258526.8,ENST00000557101.1,115967
4663,chr5,60395237,60395349,113,4.511896,5.001034,3.766232,0.921374,0.0005148894981543,0.0052370595110515,"Intron (ENST00000502484.6/ENSG00000113448.20, intron 1 of 16)",5,59988536,60372714,384179,2,ENSG00000113448.20,ENST00000514552.5,-22523
4664,chr3,186285935,186286477,543,4.055491,2.980295,4.664673,-1.008834,0.0005149736947108,0.0052370595110515,"Intron (ENST00000265022.8/ENSG00000058866.15, intron 6 of 24)",3,186279134,186281259,2126,2,ENSG00000058866.15,ENST00000482566.1,-4676
4665,chr3,113695960,113697528,1569,7.279213,6.93426,7.557395,-0.567967,0.0005150054564546,0.0052370595110515,Promoter (<=1kb),3,113648385,113696642,48258,2,ENSG00000176542.10,ENST00000316407.9,0
4666,chr1,153718408,153718517,110,4.869616,5.309716,4.233183,0.878164,0.0005150084235071,0.0052370595110515,Promoter (<=1kb),1,153717303,153718347,1045,2,ENSG00000235015.1,ENST00000454246.1,-61
4667,chr5,173055897,173057830,1934,7.355489,6.987575,7.648386,-0.595409,0.0005153743627704,0.0052394124842421,Promoter (<=1kb),5,173056352,173092330,35979,1,ENSG00000164463.12,ENST00000522692.5,0
4668,chr3,150765924,150766748,825,4.05751,3.081193,4.634491,-0.993953,0.0005154606617021,0.0052394124842421,Promoter (2-3kb),3,150763573,150764567,995,1,ENSG00000289005.2,ENST00000693001.2,2351
4669,chr4,92016393,92016506,114,5.540831,5.903582,5.055079,0.764101,0.0005156583647899,0.0052402994415408,Distal Intergenic,4,91887886,91904335,16450,1,ENSG00000249052.1,ENST00000505511.1,128507
4670,chr8,81061984,81062098,115,7.525154,7.829509,7.138937,0.638665,0.0005159287791141,0.0052419247776038,"Intron (ENST00000519107.1/ENSG00000254177.1, intron 1 of 1)",8,81058523,81067744,9222,1,ENSG00000254177.1,ENST00000519107.1,3461
4671,chr18,54629405,54629525,121,2.859113,3.626459,1.111838,1.024826,0.0005169875507795,0.005251557548574,Distal Intergenic,18,54591245,54599493,8249,1,ENSG00000178690.4,ENST00000648945.2,38160
4672,chr5,51958960,51959077,118,6.678869,6.98272,6.293466,0.656204,0.0005171856167854,0.0052524450225243,Distal Intergenic,5,51963992,51964445,454,1,ENSG00000279470.1,ENST00000624322.1,-4915
4673,chr2,37390326,37390812,487,5.277689,4.668695,5.704595,-0.804334,0.0005179373794992,0.0052579496538718,Distal Intergenic,2,37368281,37372799,4519,1,ENSG00000115828.17,ENST00000444022.1,22045
4674,chr21,35168653,35168762,110,6.675176,6.972962,6.299498,0.635906,0.0005179492640827,0.0052579496538718,"Intron (ENST00000475045.6/ENSG00000159216.19, intron 9 of 12)",21,35136638,35139222,2585,1,ENSG00000234703.1,ENST00000455028.1,32015
4675,chr4,145866844,145866955,112,4.626953,5.084762,3.952443,0.901343,0.0005180945218503,0.0052582992241189,"Intron (ENST00000655597.2/ENSG00000151612.18, intron 4 of 13)",4,145849351,145870767,21417,2,ENSG00000151612.18,ENST00000511534.1,3812
4676,chr10,100345728,100347654,1927,7.345406,6.9509,7.654874,-0.614845,0.0005187070259005,0.0052630350119667,Promoter (<=1kb),10,100347233,100364826,17594,1,ENSG00000099194.6,ENST00000370355.3,0
4677,chr12,97234214,97234326,113,6.628785,6.937818,6.234988,0.662398,0.0005188893286773,0.0052630350119667,Distal Intergenic,12,97272692,97276209,3518,2,ENSG00000257920.1,ENST00000547515.1,41883
